t,x,y,vx,vy,parameters
1.9017000000000002,0.43433843658659166,-0.8282506191469318,-0.20501179577576084,6.696132063935978,0.0
1.9018000000000002,0.4343178217789495,-0.827580802340801,-0.20710962683611644,6.700131683249612,0.0
1.9019000000000001,0.4342969968971361,-0.8269105853250769,-0.2092114214006499,6.704135807401266,0.0
1.9020000000000001,0.43427596154597353,-0.8262399676499128,-0.21131719112118585,6.708144446529418,0.0
1.9021000000000001,0.4342547153291757,-0.8255689488644681,-0.21342694769596054,6.712157610804604,0.0
1.9022000000000001,0.434233257849343,-0.8248975285169051,-0.21554070286980226,6.716175310429548,0.0
1.9023,0.43421158870795734,-0.8242257061543853,-0.21765846843431425,6.720197555639295,0.0
1.9024,0.43418970750537733,-0.8235534813230658,-0.21978025622805974,6.724224356701352,0.0
1.9025,0.43416761384083297,-0.8228808535680958,-0.2219060781367463,6.728255723915815,0.0
1.9026,0.43414530731242057,-0.8222078224336133,-0.2240359460934137,6.732291667615511,0.0
1.9027,0.43412278751709765,-0.8215343874627405,-0.226169872078622,6.736332198166131,0.0
1.9028,0.4341000540506778,-0.8208605481975815,-0.22830786812064163,6.740377325966372,0.0
1.9029,0.4340771065078253,-0.8201863041792173,-0.23044994629564475,6.7444270614480715,0.0
1.903,0.43405394448204987,-0.8195116549477031,-0.23259611872789848,6.748481415076352,0.0
1.9031,0.43403056756570146,-0.8188366000420642,-0.23474639758995947,6.752540397349757,0.0
1.9032,0.43400697534996485,-0.818161139000292,-0.23690079510286965,6.7566040188003935,0.0
1.9033,0.4339831674248542,-0.8174852713593409,-0.239059323536355,6.760672289994075,0.0
1.9034,0.4339591433792077,-0.8168089966551242,-0.2412219952090242,6.764745221530465,0.0
1.9035000000000002,0.4339349028006821,-0.8161323144225084,-0.2433888224885748,6.768822824043225,0.0
1.9036000000000002,0.4339104452757473,-0.8154552241953162,-0.2455598177919771,6.7729051082001295,0.0
1.9037000000000002,0.43388577038968046,-0.8147777255063131,-0.24773499358570739,6.776992084703262,0.0
1.9038000000000002,0.43386087772656096,-0.8140998178872095,-0.24991436238593495,6.781083764289127,0.0
1.9039000000000001,0.43383576686926434,-0.8134215008686558,-0.2520979367587355,6.785180157728803,0.0
1.9040000000000001,0.43381043739945674,-0.8127427739802381,-0.2542857293203006,6.789281275828096,0.0
1.9041000000000001,0.43378488889758937,-0.8120636367504745,-0.2564777527371495,6.793387129427684,0.0
1.9042000000000001,0.43375912094289265,-0.8113840887068111,-0.25867401972634335,6.7974977294032675,0.0
1.9043,0.43373313311337053,-0.8107041293756179,-0.2608745430556997,6.801613086665722,0.0
1.9044,0.4337069249857945,-0.8100237582821851,-0.26307933554401103,6.80573321216125,0.0
1.9045,0.43368049613569787,-0.8093429749507189,-0.26528841006126364,6.809858116871531,0.0
1.9046,0.43365384613737,-0.8086617789043378,-0.26750177952885873,6.813987811813879,0.0
1.9047,0.4336269745638502,-0.807980169665068,-0.26971945691983623,6.818122308041392,0.0
1.9048,0.4335998809869216,-0.8072981467538399,-0.27194145525909996,6.822261616643111,0.0
1.9049,0.4335725649771057,-0.8066157096904838,-0.2741677876236452,6.8264057487441745,0.0
1.905,0.4335450261036558,-0.8059328579937257,-0.27639846714278743,6.830554715505979,0.0
1.9051,0.4335172639345511,-0.8052495911811833,-0.27863350699839545,6.834708528126332,0.0
1.9052,0.43348927803649057,-0.8045659087693622,-0.28087292042512335,6.838867197839616,0.0
1.9053,0.43346106797488687,-0.803881810273651,-0.2831167207106476,6.843030735916944,0.0
1.9054,0.4334326333138601,-0.8031972952083177,-0.2853649211959043,6.847199153666326,0.0
1.9055000000000002,0.43340397361623145,-0.802512363086504,-0.287617535275335,6.851372462432833,0.0
1.9056000000000002,0.43337508844351713,-0.8018270134202266,-0.2898745763971091,6.855550673598732,0.0
1.9057000000000002,0.43334597735592184,-0.8011412457203647,-0.29213605806339793,6.859733798583697,0.0
1.9058000000000002,0.4333166399123326,-0.8004550594966611,-0.29440199383060256,6.863921848844942,0.0
1.9059000000000001,0.4332870756703121,-0.7997684542577167,-0.29667239730960754,6.868114835877393,0.0
1.9060000000000001,0.43325728418609266,-0.7990814295109863,-0.29894728216603295,6.872312771213858,0.0
1.9061000000000001,0.4332272650145693,-0.7983939847627739,-0.3012266621204882,6.876515666425194,0.0
1.9062000000000001,0.43319701770929364,-0.7977061195182291,-0.3035105509488282,6.88072353312047,0.0
1.9063,0.43316654182246694,-0.7970178332813418,-0.30579896248241273,6.8849363829471475,0.0
1.9064,0.4331358369049339,-0.7963291255549384,-0.3080919106083672,6.889154227591243,0.0
1.9065,0.43310490250617567,-0.7956399958406776,-0.3103894092698462,6.893377078777504,0.0
1.9066,0.4330737381743035,-0.7949504436390453,-0.3126914724663008,6.897604948269578,0.0
1.9067,0.43304234345605175,-0.7942604684493508,-0.31499811425374574,6.901837847870189,0.0
1.9068,0.4330107178967712,-0.7935700697697221,-0.3173093487450317,6.906075789421313,0.0
1.9069,0.43297886104042244,-0.7928792470971012,-0.31962519011011864,6.910318784804354,0.0
1.907,0.43294677242956875,-0.7921879999272401,-0.3219456525763529,6.914566845940318,0.0
1.9071,0.43291445160536945,-0.7914963277546958,-0.3242707504287451,6.918819984789992,0.0
1.9072,0.4328818981075729,-0.790804230072826,-0.32660049801025337,6.923078213354126,0.0
1.9073,0.43284911147450933,-0.7901117063737846,-0.3289349097220663,6.92734154367361,0.0
1.9074,0.4328160912430844,-0.7894187561485171,-0.3312740000238904,6.931609987829656,0.0
1.9075000000000002,0.43278283694877134,-0.788725378886754,-0.333617783434246,6.93588355794399,0.0
1.9076000000000002,0.4327493481256049,-0.7880315740770133,-0.33596627453073746,6.940162266178996,0.0
1.9077000000000002,0.43271562430617316,-0.7873373412065856,-0.3383194879503816,6.944446124737959,0.0
1.9078000000000002,0.4326816650216111,-0.7866426797615363,-0.34067743838988296,6.94873514586521,0.0
1.9079000000000002,0.4326474698015931,-0.7859475892266992,-0.34304014060594124,6.953029341846326,0.0
1.9080000000000001,0.4326130381743257,-0.7852520690856715,-0.34540760941555526,6.9573287250083125,0.0
1.9081000000000001,0.43257836966654056,-0.7845561188208094,-0.3477798596963292,6.961633307719797,0.0
1.9082000000000001,0.43254346380348674,-0.7838597379132235,-0.350156906386782,6.965943102391215,0.0
1.9083,0.4325083201089236,-0.7831629258427737,-0.35253876448666066,6.970258121475,0.0
1.9084,0.4324729381051134,-0.7824656820880643,-0.354925449057255,6.974578377465782,0.0
1.9085,0.43243731731281365,-0.78176800612644,-0.3573169752217168,6.978903882900573,0.0
1.9086,0.4324014572512699,-0.78106989743398,-0.3597133581653811,6.983234650358964,0.0
1.9087,0.4323653574382079,-0.780371355485494,-0.3621146131360905,6.987570692463323,0.0
1.9088,0.4323290173898262,-0.7796723797545169,-0.3645207554445232,6.991912021878984,0.0
1.9089,0.43229243662078864,-0.778972969713304,-0.3669318004645241,6.996258651314454,0.0
1.909,0.4322556146442164,-0.7782731248328264,-0.36934776363343724,7.000610593521605,0.0
1.9091,0.4322185509716805,-0.7775728445827655,-0.3717686604524445,7.0049678612958735,0.0
1.9092,0.4321812451131941,-0.7768721284315089,-0.3741945064869042,7.009330467476466,0.0
1.9093,0.4321436965772046,-0.7761709758461441,-0.3766253173666966,7.013698424946558,0.0
1.9094,0.43210590487058576,-0.7754693862924553,-0.37906110878656785,7.018071746633496,0.0
1.9095000000000002,0.4320678694986299,-0.7747673592349152,-0.38150189650648747,7.0224504455090155,0.0
1.9096000000000002,0.43202958996504043,-0.7740648941366872,-0.3839476963519787,7.026834534589405,0.0
1.9097000000000002,0.4319910657719229,-0.7733619904596106,-0.3863985242145076,7.031224026935767,0.0
1.9098000000000002,0.431952296419778,-0.7726586476642021,-0.3888543960518216,7.035618935654199,0.0
1.9099000000000002,0.43191328140749286,-0.7719548652096484,-0.3913153278883176,7.0400192738959975,0.0
1.9100000000000001,0.43187402023233346,-0.7712506425538025,-0.3937813358154083,7.044425054857878,0.0
1.9101000000000001,0.4318345123899361,-0.7705459791531768,-0.39625243599189275,7.048836291782184,0.0
1.9102000000000001,0.4317947573742994,-0.7698408744629396,-0.39872864464432967,7.053252997957098,0.0
1.9103,0.43175475467777635,-0.7691353279369089,-0.4012099780674133,7.057675186716856,0.0
1.9104,0.4317145037910656,-0.7684293390275473,-0.40369645262435483,7.062102871441965,0.0
1.9105,0.43167400420320334,-0.7677229071859575,-0.40618808474726587,7.066536065559414,0.0
1.9106,0.43163325540155534,-0.7670160318618764,-0.40868489093754545,7.070974782542897,0.0
1.9107,0.43159225687180797,-0.76630871250367,-0.41118688776627155,7.075419035913027,0.0
1.9108,0.4315510080979601,-0.7656009485583283,-0.41369409187459505,7.079868839237559,0.0
1.9109,0.4315095085623148,-0.7648927394714597,-0.4162065199741387,7.084324206131609,0.0
1.911,0.4314677577454704,-0.7641840846872864,-0.4187241888473975,7.088785150257878,0.0
1.9111,0.43142575512631237,-0.763474983648638,-0.4212471153481454,7.093251685326873,0.0
1.9112,0.4313835001820045,-0.7627654357969471,-0.4237753164018446,7.097723825097135,0.0
1.9113,0.43134099238798024,-0.7620554405722435,-0.42630880900605694,7.102201583375463,0.0
1.9114,0.43129823121793426,-0.761344997413149,-0.4288476102308624,7.1066849740171385,0.0
1.9115000000000002,0.43125521614381335,-0.7606341057568701,-0.4313917372192838,7.111174010926173,0.0
1.9116000000000002,0.43121194663580814,-0.7599227650391993,-0.4339412071876889,7.115668708055487,0.0
1.9117000000000002,0.43116842216234397,-0.7592109746944997,-0.4364960374262524,7.120169079407207,0.0
1.9118000000000002,0.4311246421900719,-0.7584987341557067,-0.4390562452993654,7.124675139032856,0.0
1.9119000000000002,0.4310806061838603,-0.7577860428543197,-0.4416218482460762,7.1291869010336,0.0
